P1 Action,P2 Action,P1 Type,P2 Type,Winner,P1 Net Dmg,P2 Net Dmg,Mom Shift,Note
Adept Light,Tiring Parry,OFF,DEF,P1,2,0,0,
Adept Light,Toppling Kick,OFF,DEF,P1,2,1,1,
Adept Light,Twist Arm,OFF,OFF,P2,2,0,1,
Adept Light,Ultimate Barrage,OFF,OFF,SPEED_TIE,2,10,-9,
Adept Light,Unassailable Stance,OFF,OFF,P2,2,0,1,
Adept Light,Untouchable Dodge,OFF,DEF,P1,2,0,1,
Adept Light,Uppercut,OFF,OFF,SPEED_TIE,2,0,-2,
Adept Light,Vital Point Assault,OFF,OFF,P1,2,4,1,
Adept Light,Vital Strike,OFF,OFF,P1,2,2,1,
Adept Light,Weave,OFF,DEF,P1,0,0,1,
Adept Light,Wind-up,OFF,DEF,P1,2,1,-1,
Adept Parry,Active Block,DEF,DEF,P2,0,0,0,
Adept Parry,Adept Block,DEF,DEF,P2,0,0,0,
Adept Parry,Adept Dodge,DEF,DEF,P1,0,0,0,
Adept Parry,Adept Heavy,DEF,OFF,P2,0,2,0,
Adept Parry,Adept Light,DEF,OFF,P2,0,2,0,
Adept Parry,Adept Parry,DEF,DEF,SPEED_TIE,0,0,0,
Adept Parry,Adept Positioning,DEF,OFF,P2,0,0,0,
Adept Parry,Adept Reversal,DEF,DEF,SPEED_TIE,0,0,0,
Adept Parry,Adept Tech,DEF,OFF,P2,0,1,0,
Adept Parry,Adjust Stance,DEF,OFF,P2,0,0,0,
Adept Parry,Advancing Parry,DEF,DEF,P1,0,0,0,
Adept Parry,Basic Block,DEF,DEF,P2,0,0,0,
Adept Parry,Basic Dodge,DEF,DEF,P1,0,0,0,
Adept Parry,Basic Heavy,DEF,OFF,P2,0,3,0,
Adept Parry,Basic Light,DEF,OFF,P2,0,1,0,
Adept Parry,Basic Parry,DEF,DEF,P2,0,0,0,
Adept Parry,Basic Positioning,DEF,OFF,P2,0,0,0,
Adept Parry,Basic Reversal,DEF,DEF,P2,0,0,0,
Adept Parry,Basic Technical,DEF,OFF,P2,0,1,0,
Adept Parry,Breakout,DEF,DEF,P1,0,0,0,
Adept Parry,Catch,DEF,DEF,P1,0,0,0,
Adept Parry,Counter Strike,DEF,DEF,SPEED_TIE,0,1,0,
Adept Parry,Crushing Block,DEF,DEF,SPEED_TIE,0,1,0,
Adept Parry,Discombobulate,DEF,OFF,P2,0,1,0,
Adept Parry,Draining Defence,DEF,DEF,P2,0,0,0,
Adept Parry,Drop Kick,DEF,OFF,P2,0,4,0,
Adept Parry,Drop Prone,DEF,DEF,P1,0,0,0,
Adept Parry,Drop Punch,DEF,DEF,P1,0,3,0,
Adept Parry,Elbow Block,DEF,DEF,SPEED_TIE,0,1,0,
Adept Parry,Evading Dance,DEF,DEF,P1,0,0,0,
Adept Parry,Final Strike,DEF,OFF,P2,0,15,0,
Adept Parry,Flying Kick,DEF,OFF,P2,0,1,0,
Adept Parry,Go with the Flow,DEF,OFF,P2,0,0,0,
Adept Parry,Grab,DEF,OFF,P2,0,0,0,
Adept Parry,Hand Catch,DEF,DEF,SPEED_TIE,0,0,0,
Adept Parry,Haymaker,DEF,OFF,P2,0,2,0,
Adept Parry,Headbutt,DEF,OFF,P2,0,0,0,
Adept Parry,100 Hand Slap,DEF,OFF,P2,0,4,-3,
Adept Parry,Immovable Stance,DEF,DEF,P1,0,0,0,
Adept Parry,Inner Peace,DEF,OFF,P2,0,0,0,
Adept Parry,Knee Crush,DEF,OFF,P2,0,1,0,
Adept Parry,Lariat,DEF,OFF,P2,0,3,0,
Adept Parry,Leg Sweep,DEF,DEF,SPEED_TIE,0,0,0,
Adept Parry,Master Block,DEF,DEF,SPEED_TIE,0,0,0,
Adept Parry,Master Dodge,DEF,DEF,P1,0,0,0,
Adept Parry,Master Heavy,DEF,OFF,P2,0,3,0,
Adept Parry,Master Light,DEF,OFF,P2,0,2,0,
Adept Parry,Master Parry,DEF,DEF,SPEED_TIE,0,0,0,
Adept Parry,Master Positioning,DEF,OFF,P2,0,0,0,
Adept Parry,Master Reversal,DEF,DEF,P1,0,0,0,
Adept Parry,Master Tech,DEF,OFF,P2,0,2,0,
Adept Parry,One-Two,DEF,OFF,P2,0,1,0,
Adept Parry,Overwhelming Aura,DEF,OFF,P2,0,5,0,
Adept Parry,Parry Follow-up,DEF,DEF,SPEED_TIE,0,0,0,
Adept Parry,Perfect Block,DEF,DEF,P1,0,0,0,
Adept Parry,Perfect Strike,DEF,OFF,P2,0,3,0,
Adept Parry,Precise Strike,DEF,OFF,P2,0,1,0,
Adept Parry,Preparation,DEF,OFF,P2,0,0,0,
Adept Parry,Prime,DEF,DEF,P2,0,0,0,
Adept Parry,Pummel,DEF,OFF,P2,0,0,-1,
Adept Parry,Push,DEF,OFF,P2,0,0,0,
Adept Parry,Push Kick,DEF,DEF,SPEED_TIE,0,0,0,
Adept Parry,Quick Dodge,DEF,DEF,SPEED_TIE,0,0,0,
Adept Parry,Read Defence,DEF,OFF,P2,0,0,0,
Adept Parry,Read Offence,DEF,DEF,P1,0,0,0,
Adept Parry,Redirect,DEF,DEF,SPEED_TIE,0,0,0,
Adept Parry,Resounding Counter,DEF,DEF,SPEED_TIE,0,2,0,
Adept Parry,Resounding Parry,DEF,DEF,SPEED_TIE,0,0,0,
Adept Parry,Retreating Defence,DEF,DEF,SPEED_TIE,0,0,0,
Adept Parry,Roll Punch,DEF,OFF,P2,0,3,-2,
Adept Parry,Roundhouse Kick,DEF,OFF,P2,0,3,0,
Adept Parry,Slapping Parry,DEF,DEF,P2,0,2,0,
Adept Parry,Slip Behind,DEF,DEF,P1,0,0,0,
Adept Parry,Step-up,DEF,OFF,P2,0,0,0,
Adept Parry,Strike Back,DEF,DEF,P2,0,0,0,
Adept Parry,Suplex,DEF,OFF,P2,0,3,0,
Adept Parry,Throw,DEF,OFF,P2,0,3,0,
Adept Parry,Tiring Parry,DEF,DEF,SPEED_TIE,0,0,0,
Adept Parry,Toppling Kick,DEF,DEF,P2,0,1,0,
Adept Parry,Twist Arm,DEF,OFF,P2,0,0,0,
Adept Parry,Ultimate Barrage,DEF,OFF,P2,0,10,-9,
Adept Parry,Unassailable Stance,DEF,OFF,P2,0,0,0,
Adept Parry,Untouchable Dodge,DEF,DEF,P1,0,0,0,
Adept Parry,Uppercut,DEF,OFF,P2,0,0,0,
Adept Parry,Vital Point Assault,DEF,OFF,P2,0,4,0,
Adept Parry,Vital Strike,DEF,OFF,P2,0,2,0,
Adept Parry,Weave,DEF,DEF,P2,0,0,0,
Adept Parry,Wind-up,DEF,DEF,P1,0,1,0,
Adept Positioning,Active Block,OFF,DEF,P1,0,0,0,
Adept Positioning,Adept Block,OFF,DEF,P1,0,0,0,
Adept Positioning,Adept Dodge,OFF,DEF,P1,0,0,0,
Adept Positioning,Adept Heavy,OFF,OFF,P1,0,2,-3,
Adept Positioning,Adept Light,OFF,OFF,P1,0,2,-1,
Adept Positioning,Adept Parry,OFF,DEF,P1,0,0,0,
Adept Positioning,Adept Positioning,OFF,OFF,SPEED_TIE,0,0,0,
Adept Positioning,Adept Reversal,OFF,DEF,P1,0,0,-1,
Adept Positioning,Adept Tech,OFF,OFF,P1,0,1,0,
Adept Positioning,Adjust Stance,OFF,OFF,P1,0,0,0,
Adept Positioning,Advancing Parry,OFF,DEF,P1,0,0,0,
Adept Positioning,Basic Block,OFF,DEF,P1,0,0,0,
Adept Positioning,Basic Dodge,OFF,DEF,P1,0,0,0,
Adept Positioning,Basic Heavy,OFF,OFF,P1,0,3,-3,
Adept Positioning,Basic Light,OFF,OFF,P1,0,1,0,
Adept Positioning,Basic Parry,OFF,DEF,P1,0,0,0,
Adept Positioning,Basic Positioning,OFF,OFF,SPEED_TIE,0,0,0,
Adept Positioning,Basic Reversal,OFF,DEF,P1,0,0,0,
Adept Positioning,Basic Technical,OFF,OFF,P1,0,1,-1,
Adept Positioning,Breakout,OFF,DEF,P1,0,0,-1,
Adept Positioning,Catch,OFF,DEF,P1,0,0,0,
Adept Positioning,Counter Strike,OFF,DEF,P1,0,1,0,
Adept Positioning,Crushing Block,OFF,DEF,P1,0,1,0,
Adept Positioning,Discombobulate,OFF,OFF,P1,0,1,0,
Adept Positioning,Draining Defence,OFF,DEF,P1,0,0,0,
Adept Positioning,Drop Kick,OFF,OFF,P1,0,4,0,
Adept Positioning,Drop Prone,OFF,DEF,P1,0,0,0,
Adept Positioning,Drop Punch,OFF,DEF,P1,0,3,0,
Adept Positioning,Elbow Block,OFF,DEF,P1,0,1,0,
Adept Positioning,Evading Dance,OFF,DEF,P1,0,0,-1,
Adept Positioning,Final Strike,OFF,OFF,P1,0,15,0,
Adept Positioning,Flying Kick,OFF,OFF,P1,0,1,-2,
Adept Positioning,Go with the Flow,OFF,OFF,P1,0,0,0,
Adept Positioning,Grab,OFF,OFF,P1,0,0,0,
Adept Positioning,Hand Catch,OFF,DEF,P1,0,0,0,
Adept Positioning,Haymaker,OFF,OFF,P1,0,2,-3,
Adept Positioning,Headbutt,OFF,OFF,P1,0,0,0,
Adept Positioning,100 Hand Slap,OFF,OFF,P1,0,4,-4,
Adept Positioning,Immovable Stance,OFF,DEF,P1,0,0,-2,
Adept Positioning,Inner Peace,OFF,OFF,SPEED_TIE,0,0,0,
Adept Positioning,Knee Crush,OFF,OFF,P1,0,1,-4,
Adept Positioning,Lariat,OFF,OFF,P1,0,3,-2,
Adept Positioning,Leg Sweep,OFF,DEF,P1,0,0,0,
Adept Positioning,Master Block,OFF,DEF,P1,0,0,0,
Adept Positioning,Master Dodge,OFF,DEF,P1,0,0,-1,
Adept Positioning,Master Heavy,OFF,OFF,P1,0,3,-3,
Adept Positioning,Master Light,OFF,OFF,P1,0,2,-2,
Adept Positioning,Master Parry,OFF,DEF,P1,0,0,0,
Adept Positioning,Master Positioning,OFF,OFF,SPEED_TIE,0,0,0,
Adept Positioning,Master Reversal,OFF,DEF,P1,0,0,-2,
Adept Positioning,Master Tech,OFF,OFF,P1,0,2,0,
Adept Positioning,One-Two,OFF,OFF,P1,0,1,-1,
Adept Positioning,Overwhelming Aura,OFF,OFF,SPEED_TIE,0,5,0,
Adept Positioning,Parry Follow-up,OFF,DEF,P1,0,0,0,
Adept Positioning,Perfect Block,OFF,DEF,P1,0,0,0,
Adept Positioning,Perfect Strike,OFF,OFF,P1,0,3,-1,
Adept Positioning,Precise Strike,OFF,OFF,P1,0,1,-1,
Adept Positioning,Preparation,OFF,OFF,SPEED_TIE,0,0,0,
Adept Positioning,Prime,OFF,DEF,P1,0,0,0,
Adept Positioning,Pummel,OFF,OFF,P1,0,0,-2,
Adept Positioning,Push,OFF,OFF,P1,0,0,-1,
Adept Positioning,Push Kick,OFF,DEF,P1,0,0,-1,
Adept Positioning,Quick Dodge,OFF,DEF,P1,0,0,0,
Adept Positioning,Read Defence,OFF,OFF,P1,0,0,0,
Adept Positioning,Read Offence,OFF,DEF,P1,0,0,0,
Adept Positioning,Redirect,OFF,DEF,P1,0,0,0,
Adept Positioning,Resounding Counter,OFF,DEF,P1,0,2,-2,
Adept Positioning,Resounding Parry,OFF,DEF,P1,0,0,0,
Adept Positioning,Retreating Defence,OFF,DEF,P1,0,0,0,
Adept Positioning,Roll Punch,OFF,OFF,P1,0,3,-3,
Adept Positioning,Roundhouse Kick,OFF,OFF,P1,0,3,-2,
Adept Positioning,Slapping Parry,OFF,DEF,P1,0,2,0,
Adept Positioning,Slip Behind,OFF,DEF,P1,0,0,0,
Adept Positioning,Step-up,OFF,OFF,SPEED_TIE,0,0,-1,
Adept Positioning,Strike Back,OFF,DEF,P1,0,0,0,
Adept Positioning,Suplex,OFF,OFF,P1,0,3,-3,
Adept Positioning,Throw,OFF,OFF,P1,0,3,-1,
Adept Positioning,Tiring Parry,OFF,DEF,P1,0,0,0,
Adept Positioning,Toppling Kick,OFF,DEF,P1,0,1,0,
Adept Positioning,Twist Arm,OFF,OFF,SPEED_TIE,0,0,0,
Adept Positioning,Ultimate Barrage,OFF,OFF,P1,0,10,-10,
Adept Positioning,Unassailable Stance,OFF,OFF,SPEED_TIE,0,0,0,
Adept Positioning,Untouchable Dodge,OFF,DEF,P1,0,0,0,
Adept Positioning,Uppercut,OFF,OFF,P1,0,0,-3,
Adept Positioning,Vital Point Assault,OFF,OFF,P1,0,4,0,
Adept Positioning,Vital Strike,OFF,OFF,P1,0,2,0,
Adept Positioning,Weave,OFF,DEF,P1,0,0,0,
Adept Positioning,Wind-up,OFF,DEF,P1,0,1,-2,
Adept Reversal,Active Block,DEF,DEF,P2,0,0,0,
Adept Reversal,Adept Block,DEF,DEF,P2,0,0,1,
Adept Reversal,Adept Dodge,DEF,DEF,P1,0,0,1,
Adept Reversal,Adept Heavy,DEF,OFF,P2,0,2,-2,
Adept Reversal,Adept Light,DEF,OFF,P2,0,2,0,
Adept Reversal,Adept Parry,DEF,DEF,SPEED_TIE,0,0,0,
Adept Reversal,Adept Positioning,DEF,OFF,P2,0,0,1,
Adept Reversal,Adept Reversal,DEF,DEF,SPEED_TIE,0,0,0,
Adept Reversal,Adept Tech,DEF,OFF,P2,0,1,1,
Adept Reversal,Adjust Stance,DEF,OFF,P2,0,0,1,
Adept Reversal,Advancing Parry,DEF,DEF,P1,0,0,0,
Adept Reversal,Basic Block,DEF,DEF,P2,0,0,1,
Adept Reversal,Basic Dodge,DEF,DEF,P1,0,0,1,
Adept Reversal,Basic Heavy,DEF,OFF,P2,0,3,-2,
Adept Reversal,Basic Light,DEF,OFF,P2,0,1,1,
Adept Reversal,Basic Parry,DEF,DEF,P2,0,0,0,
Adept Reversal,Basic Positioning,DEF,OFF,P2,0,0,1,
Adept Reversal,Basic Reversal,DEF,DEF,P2,0,0,1,
Adept Reversal,Basic Technical,DEF,OFF,P2,0,1,0,
Adept Reversal,Breakout,DEF,DEF,P1,0,0,0,
Adept Reversal,Catch,DEF,DEF,P1,0,0,1,
Adept Reversal,Counter Strike,DEF,DEF,SPEED_TIE,0,1,0,
Adept Reversal,Crushing Block,DEF,DEF,SPEED_TIE,0,1,1,
Adept Reversal,Discombobulate,DEF,OFF,P2,0,1,1,
Adept Reversal,Draining Defence,DEF,DEF,P2,0,0,1,
Adept Reversal,Drop Kick,DEF,OFF,P2,0,4,1,
Adept Reversal,Drop Prone,DEF,DEF,P1,0,0,1,
Adept Reversal,Drop Punch,DEF,DEF,P1,0,3,1,
Adept Reversal,Elbow Block,DEF,DEF,SPEED_TIE,0,1,1,
Adept Reversal,Evading Dance,DEF,DEF,P1,0,0,0,
Adept Reversal,Final Strike,DEF,OFF,P2,0,15,1,
Adept Reversal,Flying Kick,DEF,OFF,P2,0,1,-1,
Adept Reversal,Go with the Flow,DEF,OFF,P2,0,0,1,
Adept Reversal,Grab,DEF,OFF,P2,0,0,1,
Adept Reversal,Hand Catch,DEF,DEF,SPEED_TIE,0,0,1,
Adept Reversal,Haymaker,DEF,OFF,P2,0,2,-2,
Adept Reversal,Headbutt,DEF,OFF,P2,0,0,1,
Adept Reversal,100 Hand Slap,DEF,OFF,P2,0,4,-3,
Adept Reversal,Immovable Stance,DEF,DEF,P1,0,0,-1,
Adept Reversal,Inner Peace,DEF,OFF,P2,0,0,1,
Adept Reversal,Knee Crush,DEF,OFF,P2,0,1,-3,
Adept Reversal,Lariat,DEF,OFF,P2,0,3,-1,
Adept Reversal,Leg Sweep,DEF,DEF,SPEED_TIE,0,0,1,
Adept Reversal,Master Block,DEF,DEF,SPEED_TIE,0,0,1,
Adept Reversal,Master Dodge,DEF,DEF,P1,0,0,0,
Adept Reversal,Master Heavy,DEF,OFF,P2,0,3,-2,
Adept Reversal,Master Light,DEF,OFF,P2,0,2,-1,
Adept Reversal,Master Parry,DEF,DEF,SPEED_TIE,0,0,0,
Adept Reversal,Master Positioning,DEF,OFF,P2,0,0,1,
Adept Reversal,Master Reversal,DEF,DEF,P1,0,0,-1,
Adept Reversal,Master Tech,DEF,OFF,P2,0,2,1,
Adept Reversal,One-Two,DEF,OFF,P2,0,1,0,
Adept Reversal,Overwhelming Aura,DEF,OFF,P2,0,5,1,
Adept Reversal,Parry Follow-up,DEF,DEF,SPEED_TIE,0,0,0,
Adept Reversal,Perfect Block,DEF,DEF,P1,0,0,1,
Adept Reversal,Perfect Strike,DEF,OFF,P2,0,3,0,
Adept Reversal,Precise Strike,DEF,OFF,P2,0,1,0,
Adept Reversal,Preparation,DEF,OFF,P2,0,0,1,
Adept Reversal,Prime,DEF,DEF,P2,0,0,1,
Adept Reversal,Pummel,DEF,OFF,P2,0,0,-1,
Adept Reversal,Push,DEF,OFF,P2,0,0,0,
Adept Reversal,Push Kick,DEF,DEF,SPEED_TIE,0,0,0,
Adept Reversal,Quick Dodge,DEF,DEF,SPEED_TIE,0,0,1,
Adept Reversal,Read Defence,DEF,OFF,P2,0,0,1,
Adept Reversal,Read Offence,DEF,DEF,P1,0,0,1,
Adept Reversal,Redirect,DEF,DEF,SPEED_TIE,0,0,0,
Adept Reversal,Resounding Counter,DEF,DEF,SPEED_TIE,0,2,-1,
Adept Reversal,Resounding Parry,DEF,DEF,SPEED_TIE,0,0,0,
Adept Reversal,Retreating Defence,DEF,DEF,SPEED_TIE,0,0,0,
Adept Reversal,Roll Punch,DEF,OFF,P2,0,3,-2,
Adept Reversal,Roundhouse Kick,DEF,OFF,P2,0,3,-1,
Adept Reversal,Slapping Parry,DEF,DEF,P2,0,2,0,
Adept Reversal,Slip Behind,DEF,DEF,P1,0,0,1,
Adept Reversal,Step-up,DEF,OFF,P2,0,0,0,
Adept Reversal,Strike Back,DEF,DEF,P2,0,0,1,
Adept Reversal,Suplex,DEF,OFF,P2,0,3,-2,
Adept Reversal,Throw,DEF,OFF,P2,0,3,0,
Adept Reversal,Tiring Parry,DEF,DEF,SPEED_TIE,0,0,0,
Adept Reversal,Toppling Kick,DEF,DEF,P2,0,1,1,
Adept Reversal,Twist Arm,DEF,OFF,P2,0,0,1,
Adept Reversal,Ultimate Barrage,DEF,OFF,P2,0,10,-9,
Adept Reversal,Unassailable Stance,DEF,OFF,P2,0,0,1,
Adept Reversal,Untouchable Dodge,DEF,DEF,P1,0,0,1,
Adept Reversal,Uppercut,DEF,OFF,P2,0,0,-2,
Adept Reversal,Vital Point Assault,DEF,OFF,P2,0,4,1,
Adept Reversal,Vital Strike,DEF,OFF,P2,0,2,1,
Adept Reversal,Weave,DEF,DEF,P2,0,0,1,
Adept Reversal,Wind-up,DEF,DEF,P1,0,1,-1,
Adept Tech,Active Block,OFF,DEF,P1,0,0,0,
Adept Tech,Adept Block,OFF,DEF,P1,0,0,0,
Adept Tech,Adept Dodge,OFF,DEF,P1,0,0,0,
Adept Tech,Adept Heavy,OFF,OFF,SPEED_TIE,1,2,-3,
Adept Tech,Adept Light,OFF,OFF,P2,1,2,-1,
Adept Tech,Adept Parry,OFF,DEF,P1,1,0,0,
Adept Tech,Adept Positioning,OFF,OFF,P2,1,0,0,
Adept Tech,Adept Reversal,OFF,DEF,P1,1,0,-1,
Adept Tech,Adept Tech,OFF,OFF,SPEED_TIE,1,1,0,
Adept Tech,Adjust Stance,OFF,OFF,P2,1,0,0,
Adept Tech,Advancing Parry,OFF,DEF,P1,1,0,0,
Adept Tech,Basic Block,OFF,DEF,P1,0,0,0,
Adept Tech,Basic Dodge,OFF,DEF,P1,0,0,0,
Adept Tech,Basic Heavy,OFF,OFF,P1,1,3,-3,
Adept Tech,Basic Light,OFF,OFF,P2,1,1,0,
Adept Tech,Basic Parry,OFF,DEF,P1,1,0,0,
Adept Tech,Basic Positioning,OFF,OFF,P2,1,0,0,
Adept Tech,Basic Reversal,OFF,DEF,P1,1,0,0,
Adept Tech,Basic Technical,OFF,OFF,SPEED_TIE,1,1,-1,
Adept Tech,Breakout,OFF,DEF,P1,0,0,-1,
Adept Tech,Catch,OFF,DEF,P1,0,0,0,
Adept Tech,Counter Strike,OFF,DEF,P1,1,1,0,
Adept Tech,Crushing Block,OFF,DEF,P1,0,1,0,
Adept Tech,Discombobulate,OFF,OFF,P2,1,1,0,
Adept Tech,Draining Defence,OFF,DEF,P1,0,0,0,
Adept Tech,Drop Kick,OFF,OFF,SPEED_TIE,1,4,0,
Adept Tech,Drop Prone,OFF,DEF,P1,0,0,0,
Adept Tech,Drop Punch,OFF,DEF,P1,0,3,0,
Adept Tech,Elbow Block,OFF,DEF,P1,0,1,0,
Adept Tech,Evading Dance,OFF,DEF,P1,0,0,-1,
Adept Tech,Final Strike,OFF,OFF,P1,1,15,0,
Adept Tech,Flying Kick,OFF,OFF,SPEED_TIE,1,1,-2,
Adept Tech,Go with the Flow,OFF,OFF,P1,1,0,0,
Adept Tech,Grab,OFF,OFF,P2,1,0,0,
Adept Tech,Hand Catch,OFF,DEF,P1,0,0,0,
Adept Tech,Haymaker,OFF,OFF,P1,1,2,-3,
Adept Tech,Headbutt,OFF,OFF,P2,1,0,0,
Adept Tech,100 Hand Slap,OFF,OFF,P2,1,4,-4,
Adept Tech,Immovable Stance,OFF,DEF,P1,0,0,-2,
Adept Tech,Inner Peace,OFF,OFF,P2,1,0,0,
Adept Tech,Knee Crush,OFF,OFF,P1,1,1,-4,
Adept Tech,Lariat,OFF,OFF,SPEED_TIE,1,3,-2,
Adept Tech,Leg Sweep,OFF,DEF,P1,1,0,0,
Adept Tech,Master Block,OFF,DEF,P1,0,0,0,
Adept Tech,Master Dodge,OFF,DEF,P1,0,0,-1,
Adept Tech,Master Heavy,OFF,OFF,P1,1,3,-3,
Adept Tech,Master Light,OFF,OFF,P1,1,2,-2,
Adept Tech,Master Parry,OFF,DEF,P1,1,0,0,
Adept Tech,Master Positioning,OFF,OFF,P2,1,0,0,
Adept Tech,Master Reversal,OFF,DEF,P1,1,0,-2,
Adept Tech,Master Tech,OFF,OFF,P1,1,2,0,
Adept Tech,One-Two,OFF,OFF,SPEED_TIE,1,1,-1,
Adept Tech,Overwhelming Aura,OFF,OFF,P2,1,5,0,
Adept Tech,Parry Follow-up,OFF,DEF,P1,1,0,0,
Adept Tech,Perfect Block,OFF,DEF,P1,0,0,0,
Adept Tech,Perfect Strike,OFF,OFF,P1,1,3,-1,
Adept Tech,Precise Strike,OFF,OFF,SPEED_TIE,1,1,-1,
Adept Tech,Preparation,OFF,OFF,P2,1,0,0,
Adept Tech,Prime,OFF,DEF,P1,0,0,0,
Adept Tech,Pummel,OFF,OFF,P2,1,0,-2,
Adept Tech,Push,OFF,OFF,P2,1,0,-1,
Adept Tech,Push Kick,OFF,DEF,P1,1,0,-1,
Adept Tech,Quick Dodge,OFF,DEF,P1,1,0,0,
Adept Tech,Read Defence,OFF,OFF,SPEED_TIE,1,0,0,
Adept Tech,Read Offence,OFF,DEF,P1,1,0,0,
Adept Tech,Redirect,OFF,DEF,P1,1,0,0,
Adept Tech,Resounding Counter,OFF,DEF,P1,1,2,-2,
Adept Tech,Resounding Parry,OFF,DEF,P1,1,0,0,
Adept Tech,Retreating Defence,OFF,DEF,P1,1,0,0,
Adept Tech,Roll Punch,OFF,OFF,P2,1,3,-3,
Adept Tech,Roundhouse Kick,OFF,OFF,P1,1,3,-2,
Adept Tech,Slapping Parry,OFF,DEF,P1,1,2,0,
Adept Tech,Slip Behind,OFF,DEF,P1,0,0,0,
Adept Tech,Step-up,OFF,OFF,P2,1,0,-1,
Adept Tech,Strike Back,OFF,DEF,P1,1,0,0,
Adept Tech,Suplex,OFF,OFF,P1,1,3,-3,
Adept Tech,Throw,OFF,OFF,SPEED_TIE,1,3,-1,
Adept Tech,Tiring Parry,OFF,DEF,P1,1,0,0,
Adept Tech,Toppling Kick,OFF,DEF,P1,1,1,0,
Adept Tech,Twist Arm,OFF,OFF,P2,1,0,0,
Adept Tech,Ultimate Barrage,OFF,OFF,P2,1,10,-10,
Adept Tech,Unassailable Stance,OFF,OFF,P2,1,0,0,
Adept Tech,Untouchable Dodge,OFF,DEF,P1,1,0,0,
Adept Tech,Uppercut,OFF,OFF,P2,1,0,-3,
Adept Tech,Vital Point Assault,OFF,OFF,SPEED_TIE,1,4,0,
Adept Tech,Vital Strike,OFF,OFF,P1,1,2,0,
Adept Tech,Weave,OFF,DEF,P1,1,0,0,
Adept Tech,Wind-up,OFF,DEF,P1,1,1,-2,
Adjust Stance,Active Block,OFF,DEF,P1,0,0,0,
Adjust Stance,Adept Block,OFF,DEF,P1,0,0,0,
Adjust Stance,Adept Dodge,OFF,DEF,P1,0,0,0,
Adjust Stance,Adept Heavy,OFF,OFF,P1,0,2,-3,
Adjust Stance,Adept Light,OFF,OFF,SPEED_TIE,0,2,-1,
Adjust Stance,Adept Parry,OFF,DEF,P1,0,0,0,
Adjust Stance,Adept Positioning,OFF,OFF,P2,0,0,0,
Adjust Stance,Adept Reversal,OFF,DEF,P1,0,0,-1,
Adjust Stance,Adept Tech,OFF,OFF,P1,0,1,0,
Adjust Stance,Adjust Stance,OFF,OFF,SPEED_TIE,0,0,0,
Adjust Stance,Advancing Parry,OFF,DEF,P1,0,0,0,
Adjust Stance,Basic Block,OFF,DEF,P1,0,0,0,
Adjust Stance,Basic Dodge,OFF,DEF,P1,0,0,0,
Adjust Stance,Basic Heavy,OFF,OFF,P1,0,3,-3,
Adjust Stance,Basic Light,OFF,OFF,SPEED_TIE,0,1,0,
Adjust Stance,Basic Parry,OFF,DEF,P1,0,0,0,
Adjust Stance,Basic Positioning,OFF,OFF,P2,0,0,0,
Adjust Stance,Basic Reversal,OFF,DEF,P1,0,0,0,
Adjust Stance,Basic Technical,OFF,OFF,P1,0,1,-1,
Adjust Stance,Breakout,OFF,DEF,P1,0,0,-1,
Adjust Stance,Catch,OFF,DEF,P1,0,0,0,
Adjust Stance,Counter Strike,OFF,DEF,P1,0,1,0,
Adjust Stance,Crushing Block,OFF,DEF,P1,0,1,0,
Adjust Stance,Discombobulate,OFF,OFF,SPEED_TIE,0,1,0,
Adjust Stance,Draining Defence,OFF,DEF,P1,0,0,0,
Adjust Stance,Drop Kick,OFF,OFF,P1,0,4,0,
Adjust Stance,Drop Prone,OFF,DEF,P1,0,0,0,
Adjust Stance,Drop Punch,OFF,DEF,P1,0,3,0,
Adjust Stance,Elbow Block,OFF,DEF,P1,0,1,0,
Adjust Stance,Evading Dance,OFF,DEF,P1,0,0,-1,
Adjust Stance,Final Strike,OFF,OFF,P1,0,15,0,
Adjust Stance,Flying Kick,OFF,OFF,P1,0,1,-2,
Adjust Stance,Go with the Flow,OFF,OFF,P1,0,0,0,
Adjust Stance,Grab,OFF,OFF,SPEED_TIE,0,0,0,
Adjust Stance,Hand Catch,OFF,DEF,P1,0,0,0,
Adjust Stance,Haymaker,OFF,OFF,P1,0,2,-3,
Adjust Stance,Headbutt,OFF,OFF,SPEED_TIE,0,0,0,
Adjust Stance,100 Hand Slap,OFF,OFF,SPEED_TIE,0,4,-4,
Adjust Stance,Immovable Stance,OFF,DEF,P1,0,0,-2,
Adjust Stance,Inner Peace,OFF,OFF,P2,0,0,0,
Adjust Stance,Knee Crush,OFF,OFF,P1,0,1,-4,
Adjust Stance,Lariat,OFF,OFF,P1,0,3,-2,
Adjust Stance,Leg Sweep,OFF,DEF,P1,0,0,0,
Adjust Stance,Master Block,OFF,DEF,P1,0,0,0,
Adjust Stance,Master Dodge,OFF,DEF,P1,0,0,-1,
Adjust Stance,Master Heavy,OFF,OFF,P1,0,3,-3,
Adjust Stance,Master Light,OFF,OFF,P1,0,2,-2,
Adjust Stance,Master Parry,OFF,DEF,P1,0,0,0,
Adjust Stance,Master Positioning,OFF,OFF,P2,0,0,0,
Adjust Stance,Master Reversal,OFF,DEF,P1,0,0,-2,
Adjust Stance,Master Tech,OFF,OFF,P1,0,2,0,
Adjust Stance,One-Two,OFF,OFF,P1,0,1,-1,
